,test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
342,test_math.py,MathTests.test_inf_constant,0.118,0.11925,0.121,0.563,0.5742499999999999,0.582,4.815513626834381
1196,test_list.py,ListTest.test_no_comdat_folding,0.118,0.11925,0.122,0.562,0.5742499999999999,0.58,4.815513626834381
1061,test_collections.py,TestChainMap.test_bool,0.117,0.1185,0.121,0.559,0.5702499999999999,0.577,4.812236286919831
368,test_userlist.py,UserListTest.test_slice_type,0.118,0.12025,0.123,0.575,0.5782499999999999,0.584,4.8087318087318085
1107,test_collections.py,TestUserObjects.test_dict_protocol,0.117,0.12025,0.123,0.576,0.5782499999999999,0.581,4.8087318087318085
280,test_tuple.py,TupleTest.test_iadd,0.121,0.12225,0.124,0.578,0.5874999999999999,0.593,4.805725971370142
274,test_tuple.py,TupleTest.test_contains_order,0.12,0.12075,0.122,0.577,0.5802499999999999,0.584,4.805383022774326
97,test_dict.py,GeneralMappingTests.test_pop,0.118,0.121,0.124,0.575,0.5812499999999999,0.588,4.803719008264462
1064,test_collections.py,TestChainMap.test_iter_not_calling_getitem_on_maps,0.116,0.1195,0.122,0.568,0.574,0.579,4.803347280334728
505,test_bool.py,BoolTest.test_str,0.116,0.1195,0.123,0.561,0.574,0.581,4.803347280334728
1082,test_collections.py,TestCollectionABCs.test_issue26915,0.117,0.12,0.123,0.564,0.5762499999999999,0.596,4.802083333333333
365,test_userlist.py,UserListTest.test_radd_specials,0.122,0.12225,0.123,0.585,0.587,0.591,4.80163599182004
1106,test_collections.py,TestUserObjects.test_dict_missing,0.118,0.1205,0.122,0.575,0.5785,0.581,4.800829875518673
250,test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundSyntax,0.121,0.12175,0.124,0.565,0.5845,0.615,4.80082135523614
255,test_with.py,NonexceptionalTestCase.testUnboundGenerator,0.123,0.124,0.126,0.589,0.59525,0.608,4.800403225806451
464,test_operator.py,PyOperatorTestCase.test_inplace,0.117,0.11775,0.118,0.554,0.565,0.58,4.798301486199575
229,test_with.py,FailureTestCase.testEnterAttributeError2,0.121,0.1225,0.124,0.583,0.58775,0.592,4.79795918367347
2,test_complex.py,ComplexTest.test_floordiv,0.12,0.12175,0.124,0.581,0.584,0.586,4.7967145790554415
62,test_float.py,RoundTestCase.test_None_ndigits,0.118,0.1215,0.123,0.579,0.58275,0.588,4.796296296296297
266,test_exceptions.py,ExceptionTests.test_no_hang_on_context_chain_cycle1,0.119,0.12,0.122,0.569,0.5752499999999999,0.584,4.793749999999999
23,test_raise.py,TestRaise.test_except_reraise,0.117,0.11875,0.122,0.558,0.56925,0.579,4.793684210526316
1161,test_userdict.py,UserDictTest.test_constructor,0.121,0.12225,0.123,0.572,0.586,0.602,4.793456032719837
242,test_with.py,NestedWith.testExceptionInExprList,0.118,0.11975,0.121,0.57,0.574,0.577,4.793319415448852
434,test_operator.py,COperatorTestCase.test_attrgetter,0.118,0.11975,0.122,0.561,0.574,0.585,4.793319415448852
493,test_bool.py,BoolTest.test_convert,0.117,0.1195,0.121,0.568,0.57275,0.579,4.792887029288703
437,test_operator.py,COperatorTestCase.test_inplace,0.118,0.121,0.123,0.575,0.57975,0.583,4.791322314049586
1,test_complex.py,ComplexTest.test_divmod_zero_division,0.121,0.1215,0.122,0.577,0.582,0.594,4.790123456790123
325,test_math.py,MathTests.testIsfinite,0.118,0.12025,0.122,0.571,0.576,0.58,4.790020790020789
109,test_dict.py,SubclassMappingTests.test_pop,0.118,0.12025,0.123,0.565,0.576,0.581,4.790020790020789
1152,test_generators.py,GeneratorCloseTest.test_close_return_value,0.117,0.12,0.123,0.569,0.57475,0.583,4.789583333333334
225,test_with.py,ExceptionalTestCase.testRaisedStopIteration2,0.119,0.121,0.122,0.573,0.5794999999999999,0.585,4.789256198347107
1114,test_sort.py,TestDecorateSortUndecorate.test_key_with_mutating_del_and_exception,0.12,0.121,0.122,0.574,0.5794999999999999,0.583,4.789256198347107
1181,test_list.py,ListTest.test_equal_operator_modifying_operand,0.119,0.121,0.123,0.573,0.5794999999999999,0.584,4.789256198347107
425,test_int.py,IntTestCases.test_small_ints,0.117,0.119,0.122,0.554,0.5695,0.582,4.785714285714286
1072,test_collections.py,TestCollectionABCs.test_MutableSequence_mixins,0.119,0.12075,0.122,0.573,0.57775,0.587,4.784679089026915
47,test_float.py,HexFloatTestCase.test_ends,0.119,0.1215,0.123,0.571,0.5812499999999999,0.592,4.78395061728395
412,test_int.py,IntStrDigitLimitsTests.test_underscores_ignored,0.121,0.122,0.124,0.581,0.5834999999999999,0.585,4.782786885245901
251,test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToDottedVariable,0.121,0.1215,0.123,0.576,0.581,0.588,4.7818930041152266
92,test_dict.py,GeneralMappingTests.test_get,0.121,0.12125,0.122,0.577,0.57975,0.584,4.781443298969072
443,test_operator.py,CPyOperatorPickleTestCase.test_methodcaller,0.117,0.121,0.125,0.565,0.5785,0.587,4.780991735537191
86,test_dict.py,DictTest.test_string_keys_can_track_values,0.119,0.12075,0.122,0.551,0.57725,0.593,4.780538302277433
387,test_iter.py,TestCase.test_iter_string,0.12,0.12075,0.122,0.572,0.5772499999999999,0.581,4.780538302277432
489,test_bool.py,BoolTest.test_bool_called_at_least_once,0.115,0.118,0.123,0.552,0.5640000000000001,0.577,4.779661016949153
271,test_tuple.py,TupleTest.test_bigrepeat,0.117,0.11775,0.119,0.554,0.56275,0.571,4.779193205944798
24,test_raise.py,TestRaise.test_finally_reraise,0.118,0.12,0.122,0.569,0.5734999999999999,0.579,4.779166666666666
5,test_complex.py,ComplexTest.test_mod_zero_division,0.118,0.12,0.123,0.564,0.5734999999999999,0.585,4.779166666666666
44,test_float.py,GeneralFloatCases.test_keywords_in_subclass,0.118,0.1225,0.125,0.579,0.5852499999999999,0.595,4.777551020408163
444,test_operator.py,PyCOperatorPickleTestCase.test_attrgetter,0.119,0.12125,0.124,0.577,0.5792499999999999,0.584,4.777319587628866
488,test_bool.py,BoolTest.test_blocked,0.117,0.121,0.124,0.563,0.578,0.589,4.776859504132231
503,test_bool.py,BoolTest.test_real_and_imag,0.121,0.1215,0.122,0.576,0.5802499999999999,0.587,4.775720164609053
374,test_iter.py,TestCase.test_iter_basic,0.117,0.12025,0.123,0.563,0.5742499999999999,0.578,4.775467775467775
296,test_math.py,IsCloseTests.test_eight_decimal_places,0.117,0.12125,0.124,0.575,0.579,0.586,4.775257731958763
252,test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToExistingVariable,0.119,0.12075,0.123,0.569,0.5765,0.584,4.77432712215321
346,test_math.py,MathTests.test_nan_constant,0.121,0.12175,0.123,0.577,0.5812499999999999,0.584,4.774127310061601
228,test_with.py,FailureTestCase.testEnterAttributeError1,0.117,0.11925,0.124,0.564,0.5692499999999999,0.577,4.7735849056603765
415,test_int.py,IntTestCases.test_int_base_indexable,0.116,0.121,0.124,0.561,0.5775,0.59,4.772727272727273
303,test_math.py,IsCloseTests.test_zero_tolerance,0.12,0.122,0.125,0.579,0.5822499999999999,0.586,4.772540983606557
224,test_with.py,ExceptionalTestCase.testRaisedGeneratorExit2,0.116,0.12075,0.123,0.573,0.5762499999999999,0.581,4.772256728778467
504,test_bool.py,BoolTest.test_sane_len,0.117,0.1195,0.123,0.563,0.5702499999999999,0.581,4.7719665271966525
419,test_int.py,IntTestCases.test_int_subclass_with_int,0.121,0.12275,0.124,0.578,0.58575,0.595,4.771894093686354
198,test_itertools.py,TestExamples.test_repeat,0.117,0.12,0.121,0.557,0.5725,0.578,4.770833333333334
486,test_operator.py,PyPyOperatorPickleTestCase.test_attrgetter,0.12,0.121,0.122,0.563,0.577,0.592,4.768595041322314
46,test_float.py,GeneralFloatCases.test_non_numeric_input_types,0.122,0.12275,0.124,0.582,0.5852499999999999,0.593,4.767820773930753
273,test_tuple.py,TupleTest.test_contains,0.119,0.1215,0.123,0.573,0.5792499999999999,0.584,4.767489711934156
186,test_itertools.py,TestExamples.test_chain_from_iterable,0.117,0.12,0.122,0.57,0.572,0.576,4.766666666666667
277,test_tuple.py,TupleTest.test_getitemoverwriteiter,0.121,0.12175,0.123,0.579,0.5802499999999999,0.583,4.765913757700205
1078,test_collections.py,TestCollectionABCs.test_arithmetic_Set,0.121,0.1215,0.122,0.564,0.579,0.605,4.765432098765432
105,test_dict.py,SubclassMappingTests.test_getitem,0.117,0.11825,0.122,0.554,0.5635,0.573,4.765327695560253
1081,test_collections.py,TestCollectionABCs.test_issue16373,0.119,0.12,0.121,0.566,0.57175,0.578,4.764583333333333
422,test_int.py,IntTestCases.test_issue31619,0.118,0.121,0.123,0.568,0.5765,0.589,4.764462809917355
364,test_userlist.py,UserListTest.test_mixedcmp,0.122,0.123,0.124,0.583,0.586,0.59,4.764227642276422
381,test_iter.py,TestCase.test_iter_for_loop,0.12,0.1205,0.121,0.57,0.574,0.579,4.763485477178423
1099,test_collections.py,TestNamedTuple.test_name_fixer,0.12,0.121,0.124,0.568,0.5762499999999999,0.591,4.762396694214876
103,test_dict.py,SubclassMappingTests.test_constructor,0.118,0.11975,0.124,0.566,0.5702499999999999,0.576,4.762004175365344
327,test_math.py,MathTests.testIsnan,0.118,0.12075,0.123,0.567,0.575,0.584,4.761904761904762
49,test_float.py,HexFloatTestCase.test_invalid_inputs,0.119,0.12075,0.123,0.571,0.575,0.583,4.761904761904762
94,test_dict.py,GeneralMappingTests.test_items,0.118,0.1205,0.122,0.571,0.57375,0.577,4.761410788381743
448,test_operator.py,PyOperatorTestCase.test_attrgetter,0.121,0.1215,0.122,0.571,0.5785,0.584,4.761316872427984
221,test_with.py,AssignmentTargetTestCase.testWithExtendedTargets,0.121,0.1225,0.125,0.577,0.5832499999999999,0.587,4.761224489795918
29,test_raise.py,TestRaise.test_with_reraise1,0.118,0.12,0.121,0.559,0.57125,0.577,4.760416666666667
1192,test_list.py,ListTest.test_list_index_modifing_operand,0.119,0.121,0.122,0.572,0.576,0.58,4.760330578512397
326,test_math.py,MathTests.testIsinf,0.117,0.12075,0.124,0.568,0.57475,0.582,4.75983436853002
399,test_iter.py,TestCase.test_sinkstate_list,0.118,0.12175,0.124,0.572,0.5794999999999999,0.587,4.759753593429157
1080,test_collections.py,TestCollectionABCs.test_isdisjoint_Set,0.118,0.1205,0.122,0.553,0.5735,0.602,4.759336099585062
435,test_operator.py,COperatorTestCase.test_eq,0.117,0.12125,0.123,0.569,0.577,0.592,4.758762886597938
223,test_with.py,ExceptionalTestCase.testRaisedGeneratorExit1,0.12,0.12075,0.122,0.568,0.5745,0.581,4.75776397515528
247,test_with.py,NonLocalFlowControlTestCase.testWithReturn,0.119,0.1215,0.127,0.562,0.578,0.593,4.757201646090535
1116,test_sort.py,TestOptimizedCompares.test_unsafe_object_compare,0.122,0.1225,0.123,0.576,0.58275,0.586,4.757142857142857
457,test_operator.py,PyOperatorTestCase.test_eq,0.121,0.122,0.124,0.57,0.5802499999999999,0.588,4.756147540983606
409,test_int.py,IntStrDigitLimitsTests.test_max_str_digits_edge_cases,0.119,0.12375,0.131,0.577,0.5885,0.613,4.755555555555556
414,test_int.py,IntTestCases.test_int_base_bad_types,0.117,0.1205,0.122,0.567,0.573,0.579,4.755186721991701
476,test_operator.py,PyOperatorTestCase.test_ne,0.118,0.121,0.122,0.57,0.5752499999999999,0.581,4.754132231404959
112,test_dict.py,SubclassMappingTests.test_values,0.117,0.11975,0.121,0.551,0.56925,0.583,4.753653444676409
433,test_operator.py,CCOperatorPickleTestCase.test_methodcaller,0.119,0.12125,0.123,0.569,0.5762499999999999,0.582,4.752577319587628
405,test_iter.py,TestCase.test_stop_sequence,0.116,0.118,0.12,0.551,0.5607500000000001,0.575,4.752118644067798
1206,test_list.py,ListTest.test_slice_assign_iterator,0.119,0.12,0.121,0.563,0.5702499999999999,0.576,4.752083333333333
230,test_with.py,FailureTestCase.testEnterThrows,0.119,0.122,0.124,0.578,0.57975,0.582,4.752049180327869
402,test_iter.py,TestCase.test_sinkstate_string,0.121,0.122,0.123,0.571,0.5794999999999999,0.586,4.749999999999999
244,test_with.py,NonLocalFlowControlTestCase.testWithBreak,0.121,0.12175,0.123,0.573,0.5782499999999999,0.581,4.749486652977413
168,test_exception_variations.py,ExceptTestCases.test_try_except_else_finally,0.12,0.12125,0.123,0.572,0.57575,0.579,4.748453608247423
282,test_tuple.py,TupleTest.test_keywords_in_subclass,0.122,0.123,0.124,0.572,0.584,0.609,4.747967479674797
1104,test_collections.py,TestOneTrickPonyABCs.test_direct_subclassing,0.117,0.11975,0.121,0.56,0.5685,0.578,4.747390396659708
420,test_int.py,IntTestCases.test_intconversion,0.125,0.1285,0.132,0.605,0.61,0.616,4.747081712062257
436,test_operator.py,COperatorTestCase.test_index,0.121,0.1215,0.122,0.565,0.57675,0.581,4.746913580246914
246,test_with.py,NonLocalFlowControlTestCase.testWithRaise,0.116,0.1185,0.121,0.554,0.5625,0.575,4.746835443037975
392,test_iter.py,TestCase.test_new_style_iter_class,0.12,0.121,0.122,0.571,0.5742499999999999,0.578,4.745867768595041
107,test_dict.py,SubclassMappingTests.test_keys,0.119,0.12175,0.124,0.572,0.57775,0.582,4.745379876796714
185,test_itertools.py,TestExamples.test_chain,0.12,0.12175,0.124,0.574,0.57775,0.58,4.745379876796714
239,test_with.py,NestedWith.testEnterReturnsTuple,0.122,0.12275,0.123,0.579,0.5822499999999999,0.585,4.743380855397148
245,test_with.py,NonLocalFlowControlTestCase.testWithContinue,0.118,0.12075,0.122,0.564,0.57275,0.584,4.743271221532091
294,test_generator_stop.py,TestPEP479.test_stopiteration_wrapping_context,0.118,0.12025,0.124,0.558,0.57025,0.586,4.742203742203743
426,test_int.py,IntTestCases.test_string_float,0.118,0.12075,0.123,0.561,0.5725,0.585,4.74120082815735
17,test_raise.py,TestContext.test_class_context_instance_raise,0.119,0.11975,0.121,0.56,0.56775,0.577,4.741127348643007
208,test_itertools.py,TestGC.test_filter,0.117,0.11975,0.123,0.564,0.56775,0.575,4.741127348643007
1086,test_collections.py,TestCounter.test_copy_subclass,0.12,0.1215,0.122,0.574,0.576,0.578,4.7407407407407405
95,test_dict.py,GeneralMappingTests.test_keys,0.121,0.12225,0.123,0.578,0.5794999999999999,0.583,4.740286298568506
1098,test_collections.py,TestNamedTuple.test_module_parameter,0.117,0.11975,0.122,0.554,0.5675,0.575,4.739039665970773
34,test_heapq.py,TestHeapPython.test_heappop_max,0.121,0.1225,0.124,0.576,0.5805,0.586,4.738775510204082
1097,test_collections.py,TestNamedTuple.test_match_args,0.12,0.1205,0.122,0.56,0.571,0.581,4.738589211618257
1200,test_list.py,ListTest.test_repr_mutate,0.117,0.1195,0.122,0.555,0.56625,0.576,4.7384937238493725
417,test_int.py,IntTestCases.test_int_returns_int_subclass,0.124,0.1255,0.127,0.588,0.5945,0.601,4.7370517928286855
1065,test_collections.py,TestChainMap.test_missing,0.118,0.1215,0.131,0.567,0.5754999999999999,0.585,4.736625514403292
110,test_dict.py,SubclassMappingTests.test_popitem,0.117,0.1205,0.123,0.562,0.57075,0.589,4.736514522821577
445,test_operator.py,PyCOperatorPickleTestCase.test_methodcaller,0.12,0.12275,0.126,0.579,0.5812499999999999,0.584,4.735234215885947
55,test_float.py,InfNanTest.test_inf_as_str,0.121,0.1215,0.122,0.571,0.5752499999999999,0.58,4.734567901234567
1158,test_generators.py,GeneratorThrowTest.test_exception_context_with_yield_from_with_context_cycle,0.121,0.123,0.125,0.574,0.5822499999999999,0.589,4.733739837398374
490,test_bool.py,BoolTest.test_boolean,0.12,0.122,0.124,0.573,0.5774999999999999,0.582,4.7336065573770485
499,test_bool.py,BoolTest.test_interpreter_convert_to_bool_raises,0.117,0.11875,0.122,0.552,0.562,0.579,4.732631578947369
403,test_iter.py,TestCase.test_sinkstate_tuple,0.121,0.1215,0.122,0.563,0.575,0.58,4.732510288065844
1174,test_list.py,ListTest.test_contains_order,0.117,0.1205,0.122,0.557,0.57025,0.582,4.732365145228216
1180,test_list.py,ListTest.test_empty_slice,0.12,0.121,0.122,0.566,0.5725,0.576,4.731404958677686
184,test_itertools.py,TestExamples.test_accumulate,0.116,0.12,0.123,0.562,0.56775,0.579,4.73125
380,test_iter.py,TestCase.test_iter_empty,0.12,0.12175,0.123,0.574,0.576,0.58,4.731006160164271
386,test_iter.py,TestCase.test_iter_range,0.118,0.12175,0.124,0.574,0.576,0.579,4.731006160164271
295,test_math.py,IsCloseTests.test_asymmetry,0.115,0.12,0.122,0.553,0.5675,0.576,4.729166666666667
423,test_int.py,IntTestCases.test_no_args,0.122,0.12275,0.124,0.576,0.5805,0.588,4.729124236252546
286,test_tuple.py,TupleTest.test_no_comdat_folding,0.12,0.1215,0.125,0.561,0.5745,0.581,4.728395061728396
1149,test_generators.py,GeneratorCloseTest.test_close_not_catching_exit,0.118,0.12,0.122,0.562,0.56725,0.577,4.727083333333334
507,test_bool.py,BoolTest.test_subclass,0.117,0.11975,0.122,0.559,0.5660000000000001,0.581,4.72651356993737
8,test_complex.py,ComplexTest.test_plus_minus_0j,0.12,0.12125,0.122,0.569,0.573,0.578,4.725773195876289
253,test_with.py,NonexceptionalTestCase.testInlineGeneratorSyntax,0.121,0.12175,0.123,0.568,0.5752499999999999,0.583,4.724845995893223
43,test_float.py,GeneralFloatCases.test_is_integer,0.118,0.1205,0.123,0.566,0.5692499999999999,0.572,4.724066390041493
50,test_float.py,HexFloatTestCase.test_subclass,0.12,0.12125,0.122,0.56,0.57275,0.581,4.723711340206186
1190,test_list.py,ListTest.test_keywords_in_subclass,0.121,0.122,0.123,0.569,0.5762499999999999,0.58,4.723360655737705
31,test_raise.py,TestRaise.test_yield_reraise,0.12,0.121,0.122,0.561,0.5715,0.583,4.723140495867769
411,test_int.py,IntStrDigitLimitsTests.test_sign_not_counted,0.118,0.12175,0.124,0.559,0.575,0.586,4.722792607802875
284,test_tuple.py,TupleTest.test_lexicographic_ordering,0.119,0.1205,0.122,0.567,0.569,0.571,4.721991701244813
257,test_exceptions.py,ExceptionTests.testChainingDescriptors,0.12,0.121,0.122,0.568,0.5712499999999999,0.574,4.721074380165288
16,test_raise.py,TestContext.test_class_context_class_raise,0.117,0.11975,0.122,0.553,0.56525,0.572,4.7202505219206685
37,test_heapq.py,TestModules.test_py_functions,0.12,0.12325,0.129,0.575,0.58175,0.59,4.720081135902637
241,test_with.py,NestedWith.testExceptionInExit,0.119,0.12125,0.123,0.571,0.5722499999999999,0.574,4.719587628865979
272,test_tuple.py,TupleTest.test_constructors,0.122,0.12475,0.13,0.582,0.58875,0.595,4.719438877755511
496,test_bool.py,BoolTest.test_format,0.118,0.1205,0.123,0.566,0.5685,0.571,4.717842323651452
485,test_operator.py,PyOperatorTestCase.test_truth,0.121,0.122,0.125,0.571,0.5754999999999999,0.585,4.717213114754098
207,test_itertools.py,TestGC.test_dropwhile,0.12,0.12075,0.122,0.55,0.5695,0.58,4.716356107660456
243,test_with.py,NestedWith.testNoExceptions,0.12,0.12125,0.123,0.561,0.57175,0.577,4.715463917525773
431,test_int.py,PyLongModuleTests.test_pylong_str_to_int,0.124,0.1265,0.129,0.594,0.5965,0.602,4.715415019762846
428,test_int.py,PyLongModuleTests.test_pylong_int_divmod,0.12,0.122,0.124,0.567,0.575,0.585,4.713114754098361
204,test_itertools.py,TestGC.test_combinations,0.116,0.12075,0.123,0.567,0.569,0.571,4.712215320910973
28,test_raise.py,TestRaise.test_reraise,0.117,0.1205,0.123,0.563,0.56775,0.573,4.711618257261411
498,test_bool.py,BoolTest.test_int,0.119,0.121,0.122,0.568,0.57,0.572,4.710743801652892
340,test_math.py,MathTests.testTanhSign,0.121,0.12225,0.123,0.569,0.57575,0.58,4.70961145194274
111,test_dict.py,SubclassMappingTests.test_setdefault,0.12,0.12075,0.122,0.567,0.5685,0.572,4.708074534161491
104,test_dict.py,SubclassMappingTests.test_get,0.121,0.12275,0.124,0.562,0.57775,0.587,4.706720977596741
19,test_raise.py,TestContext.test_instance_context_instance_raise,0.118,0.12075,0.123,0.566,0.5682499999999999,0.571,4.706004140786749
285,test_tuple.py,TupleTest.test_minmax,0.122,0.122,0.122,0.562,0.574,0.582,4.704918032786885
170,test_exception_variations.py,ExceptTestCases.test_try_except_else_no_exception,0.121,0.12175,0.123,0.564,0.5725,0.58,4.702258726899384
214,test_itertools.py,TestGC.test_repeat,0.118,0.12,0.121,0.55,0.5642499999999999,0.572,4.7020833333333325
1115,test_sort.py,TestOptimizedCompares.test_none_in_tuples,0.12,0.121,0.123,0.556,0.56875,0.579,4.700413223140496
1100,test_collections.py,TestNamedTuple.test_namedtuple_subclass_issue_24931,0.119,0.1205,0.123,0.562,0.5662499999999999,0.575,4.699170124481327
406,test_iter.py,TestCase.test_unicode_join_endcase,0.12,0.122,0.124,0.558,0.57325,0.583,4.698770491803279
1084,test_collections.py,TestCollectionABCs.test_issue_4920,0.118,0.12025,0.122,0.56,0.565,0.572,4.698544698544699
52,test_float.py,IEEEFormatTestCase.test_double_specials_do_unpack,0.119,0.121,0.122,0.562,0.5685,0.576,4.698347107438017
162,test_exception_variations.py,ExceptTestCases.test_nested_exception_in_else,0.118,0.121,0.124,0.562,0.5685,0.58,4.698347107438017
18,test_raise.py,TestContext.test_cycle_broken,0.118,0.12075,0.123,0.565,0.567,0.568,4.695652173913043
1111,test_sort.py,TestBugs.test_bug453523,0.121,0.1215,0.122,0.569,0.5705,0.571,4.695473251028806
1185,test_list.py,ListTest.test_getitemoverwriteiter,0.121,0.1215,0.122,0.561,0.5705,0.575,4.695473251028806
172,test_exception_variations.py,ExceptTestCases.test_try_except_finally_no_exception,0.122,0.12225,0.123,0.571,0.574,0.578,4.695296523517382
14,test_raise.py,TestContext.test_3118,0.119,0.12,0.121,0.559,0.56325,0.574,4.6937500000000005
495,test_bool.py,BoolTest.test_float,0.12,0.12225,0.124,0.564,0.57375,0.578,4.693251533742331
205,test_itertools.py,TestGC.test_compress,0.12,0.1215,0.122,0.568,0.57,0.573,4.6913580246913575
351,test_userlist.py,UserListTest.test_add_specials,0.122,0.123,0.124,0.562,0.57675,0.591,4.689024390243902
344,test_math.py,MathTests.test_issue39871,0.12,0.12175,0.123,0.568,0.57075,0.574,4.687885010266941
1195,test_list.py,ListTest.test_minmax,0.12,0.1225,0.125,0.564,0.5742499999999999,0.578,4.687755102040816
508,test_bool.py,BoolTest.test_types,0.117,0.11925,0.124,0.555,0.559,0.563,4.687631027253669
26,test_raise.py,TestRaise.test_nested_reraise,0.12,0.1215,0.122,0.564,0.5694999999999999,0.575,4.687242798353909
57,test_float.py,InfNanTest.test_inf_signs,0.117,0.12175,0.125,0.557,0.5705,0.583,4.685831622176591
358,test_userlist.py,UserListTest.test_getitemoverwriteiter,0.12,0.12225,0.123,0.569,0.5725,0.578,4.683026584867076
9,test_complex.py,ComplexTest.test_truediv_zero_division,0.121,0.1245,0.133,0.573,0.583,0.597,4.682730923694779
506,test_bool.py,BoolTest.test_string,0.12,0.121,0.122,0.56,0.5665,0.574,4.681818181818182
442,test_operator.py,CPyOperatorPickleTestCase.test_attrgetter,0.119,0.12175,0.124,0.553,0.5700000000000001,0.585,4.681724845995894
353,test_userlist.py,UserListTest.test_bigrepeat,0.117,0.11925,0.123,0.549,0.55825,0.573,4.681341719077569
497,test_bool.py,BoolTest.test_hasattr,0.12,0.12075,0.122,0.563,0.5652499999999999,0.569,4.681159420289855
429,test_int.py,PyLongModuleTests.test_pylong_int_to_decimal,0.167,0.16825,0.169,0.782,0.7875000000000001,0.792,4.680534918276375
400,test_iter.py,TestCase.test_sinkstate_range,0.122,0.1225,0.123,0.568,0.5732499999999999,0.583,4.679591836734693
494,test_bool.py,BoolTest.test_convert_to_bool,0.121,0.123,0.125,0.558,0.5755,0.583,4.678861788617886
372,test_iter.py,TestCase.test_exception_sequence,0.119,0.122,0.123,0.564,0.57075,0.58,4.67827868852459
7,test_complex.py,ComplexTest.test_negated_imaginary_literal,0.121,0.122,0.123,0.558,0.57075,0.579,4.67827868852459
1207,test_list.py,ListTest.test_step_overflow,0.122,0.12275,0.124,0.56,0.5742499999999999,0.58,4.678207739307535
379,test_iter.py,TestCase.test_iter_dict,0.12,0.1225,0.124,0.554,0.573,0.583,4.677551020408163
501,test_bool.py,BoolTest.test_issubclass,0.119,0.12075,0.122,0.552,0.56475,0.577,4.6770186335403725
259,test_exceptions.py,ExceptionTests.test_context_of_exception_in_else_and_finally,0.121,0.12175,0.122,0.565,0.5692499999999999,0.577,4.675564681724845
82,test_dict.py,DictTest.test_len,0.121,0.12325,0.125,0.565,0.576,0.584,4.67342799188641
21,test_raise.py,TestContext.test_not_last,0.12,0.12075,0.122,0.555,0.5642499999999999,0.57,4.67287784679089
300,test_math.py,IsCloseTests.test_integers,0.117,0.11975,0.123,0.553,0.5595,0.575,4.67223382045929
1188,test_list.py,ListTest.test_identity,0.119,0.12025,0.122,0.552,0.56175,0.568,4.671517671517671
11,test_raise.py,TestCause.test_class_cause,0.12,0.12,0.12,0.543,0.5605,0.57,4.670833333333333
98,test_dict.py,GeneralMappingTests.test_popitem,0.122,0.12275,0.123,0.566,0.5732499999999999,0.59,4.670061099796333
91,test_dict.py,GeneralMappingTests.test_constructor,0.121,0.12175,0.123,0.566,0.5685,0.572,4.669404517453799
45,test_float.py,GeneralFloatCases.test_noargs,0.121,0.122,0.123,0.568,0.5694999999999999,0.573,4.668032786885245
25,test_raise.py,TestRaise.test_invalid_reraise,0.121,0.122,0.123,0.565,0.5694999999999999,0.574,4.668032786885245
222,test_with.py,ExceptionalTestCase.testErrorsInBool,0.122,0.12275,0.124,0.56,0.573,0.583,4.6680244399185336
226,test_with.py,ExitSwallowsExceptionTestCase.testExitFalseDoesntSwallowException,0.12,0.12175,0.123,0.555,0.5682499999999999,0.58,4.667351129363449
1150,test_generators.py,GeneratorCloseTest.test_close_not_started,0.12,0.12125,0.123,0.561,0.56575,0.569,4.665979381443299
263,test_exceptions.py,ExceptionTests.test_generator_doesnt_retain_old_exc2,0.121,0.12175,0.122,0.555,0.568,0.575,4.6652977412731005
341,test_math.py,MathTests.test_exceptions,0.121,0.12175,0.123,0.549,0.568,0.578,4.6652977412731005
15,test_raise.py,TestContext.test_c_exception_context,0.117,0.121,0.124,0.556,0.5645,0.57,4.6652892561983474
22,test_raise.py,TestContext.test_raise_finally,0.12,0.12125,0.122,0.555,0.56525,0.573,4.661855670103093
1177,test_list.py,ListTest.test_count_index_remove_crashes,0.12,0.122,0.124,0.554,0.5685,0.582,4.659836065573771
487,test_operator.py,PyPyOperatorPickleTestCase.test_methodcaller,0.122,0.1225,0.124,0.557,0.57075,0.585,4.659183673469387
30,test_raise.py,TestRaise.test_with_reraise2,0.12,0.12175,0.123,0.55,0.56725,0.583,4.6591375770020536
1144,test_generators.py,ExceptionTest.test_except_next,0.12,0.124,0.133,0.568,0.5774999999999999,0.588,4.657258064516128
370,test_iter.py,TestCase.test_3720,0.121,0.12125,0.122,0.552,0.5645,0.577,4.655670103092784
166,test_exception_variations.py,ExceptTestCases.test_try_except,0.12,0.1225,0.125,0.567,0.5702499999999999,0.578,4.655102040816326
53,test_float.py,IEEEFormatTestCase.test_float_specials_do_unpack,0.12,0.1215,0.123,0.562,0.5655,0.572,4.654320987654321
202,test_itertools.py,TestGC.test_chain,0.12,0.12125,0.123,0.55,0.56425,0.574,4.653608247422681
231,test_with.py,FailureTestCase.testExitAttributeError,0.122,0.12325,0.125,0.561,0.5735,0.584,4.653144016227181
106,test_dict.py,SubclassMappingTests.test_items,0.117,0.12175,0.124,0.556,0.5665,0.576,4.652977412731007
502,test_bool.py,BoolTest.test_operator,0.12,0.121,0.122,0.552,0.563,0.577,4.652892561983471
